	order_id	driver_id	client_id	dttm	date	arrived_distance	arrived_duration	distance	duration	from_latitude	from_longitude	to_latitude	to_longitude	mark	client_rate_ride	client_rides_cnt	driver_rides_cnt	comment
10	e2dc4019650f822c0e90e797f4a2784a	a5c632b98d0b4352abedb434b99f1146	5ed4efcf5309091ff0b8ae977092972a	2021-03-29 00:15:00	2021-03-29	520	3	17.7	29.3	55.7241478	37.57709503	55.63203812	37.68004227	Hyundai		5.0	366.0	Прекрасный водитель!
11	c4cb29b9896413510653359e95d386ae	ad20aed81746a6c469b6c2c40bb9cf4c	2cc2963a848d1fb3c8aff997b6b260a6	2021-03-29 09:45:00	2021-03-29	460	2	10.8	30.3	55.65668	37.56997	55.713059	37.50066500000001	Kia	5.0	5.0	304.0	Лучше не бывает самый хорошийЧистый аккуратный машина
12	055fbfcb99ad0e4d6043f4acf538296c	b41c789b7da1c6fdab934daf75d28c25	3eb3ef355af7e50faf3bcec9b59e445c	2021-03-29 12:00:00	2021-03-29	1000	6	1.6	5.1	55.879425053327466	37.685491293668754	55.88450699999999	37.688897	Hyundai	1.0	6.0	226.0	Попытка завысить стоимость проезда. Водитель не прибыв к месту посадки пассажира, остановился на дороге у въезда во двор около 4 подъезда и нажал кнопку прибытия. Тем самым пытаясь накрутить стоимость оплаты. Пассажир все время стоял у первого подъезда, указанного в продолжении как точка посадки.
13	867acc32877c75b29c1573c714603c2e	a699a4ca1eb83a736bd3ea283881722d	c9a7b04f251934784290ad598d44021c	2021-03-29 23:30:00	2021-03-29	240	1	0.8	2.5	55.88412476	37.60554886	55.88186700000001	37.598083	Nissan	5.0	1.0	261.0	Комфортная поездка
14	ea80f540c423bf949a7f31f8e8bef586	9e30e70bafdd48fa878a8b30516511f0	fc670b84f266e42cdc0236841474ea03	2021-03-29 17:00:00	2021-03-29	2680	8	4.7	12.3	55.66299057	37.52258301	55.676894	37.505676	Kia	5.0	1.0	62.0	Отличный водитель 
15	951d748985a80651b6b90c891720048b	be424701e5edd10f038cf85c0ea60e96	783dcf99e540df5842f92d5634b271ae	2021-03-29 20:00:00	2021-03-29	130	1	23.1	38.9	55.803701	37.617736	55.826799	37.813484	Volkswagen	5.0	2.0	16.0	приятный человек и отличный водитель) побольше бы таких ?
16	5779f0e172341295ce759b1031d0ae87	4c3100c75176b7a80be84f07967a0add	141f5dcc5a88dd22ef4172b49397a4b9	2021-03-29 20:00:00	2021-03-29	130	1	3.6	7.0	55.65489578	37.84751511	55.645797	37.859691	Hyundai	5.0		88.0	Хоший водитель 
17	9049182ae902b37e56c7c981201c670e	b5c91668455dd1c795f78d45c9eaa08e	5f91aded254c06985ccdcf857f326d6b	2021-03-29 18:15:00	2021-03-29	250	1	3.1	7.1	55.66304770000001	37.60510714	55.661187	37.629493	Kia	5.0		261.0	Оооочень довольны. Спасибо большое. И водитель, и чистота. А цена - просто супер. Мы в восторге. СПАСИБО!!!
18	81cffe0dee6f78252aebe62979ce0b67	3fce803c115ed93f4dcba2cead2020b4	93f2c1f6eb90ef6d0eb21731b765e92f	2021-03-29 17:00:00	2021-03-29	2350	5	21.1	31.8	55.817004	37.779271	55.85174179	37.66965103	Hyundai		5.0	76.0	Спасибо! 
19	0db276a6baf0bffd8283ba4fdd157222	133e2d5aff6111956540c4bf8cae183d	fd8907f3b48b68ae5cc74f754ebbd1f4	2021-03-29 06:00:00	2021-03-29	190	1	58.4	56.3	55.76671999999999	37.40725	55.41567103	37.90154749	Hyundai	5.0		13.0	Отвратительно! Водитель грубый, в машине грязно. 
20	af87f9ea327a54d4db03069ff8d6d213	5dfb4e9b2f3f94f73528a4c5cb061fc6	ebae7aa3d688bb4acf250c055d371595	2021-03-29 13:45:00	2021-03-29	170	1	22.1	30.7	55.810326	37.539069	55.90526800000001	37.553113	Hyundai	5.0	1.0	243.0	; Чистота машины; Хорошо поговорили; Отлично водит; Водитель знает город; Водитель вежливый; Классная музыка; Помощь и забота
21	03e091c9ed61c92fd61cc6bd196741d4	732c830c38af92019a19783baa6ade39	f9c1d968f742eecf9a3b6f3d5e08a35a	2021-03-29 13:15:00	2021-03-29	120	1	18.3	37.0	55.732847	37.644246	55.73493957519531	37.85557174682617	Hyundai	5.0		98.0	Водитель ковырялся в носу, агрессивное вождение, постоянно отвлекался на телефон не смотря на дорогу 
22	b1a9014c73e853c92e478aff2e6baff4	6907677b82955a4975780f42892e50d9	e71fd99206c3a01391962d7413e8c0b9	2021-03-29 22:45:00	2021-03-29	1360	6	27.7	30.9	55.82964325	37.41323853	55.88299561	37.70909882	Hyundai	5.0	21.0	148.0	большую часть пути по МКАД,разговаривал по телефону.
23	deaeabba3c200b4c204098d6e314a05c	4a6c247b80709e32557950ccba27b7a6	2a9d968a05cc1255f28496de3b060ec4	2021-03-29 17:15:00	2021-03-29	80	1	13.6	31.3	55.72866821	37.61676025	55.667497	37.49319600000001	Volkswagen	5.0	15.0	225.0	Приятный водитель
24	a9f181128f6089cbadf7bd908c6a9cd3	a06cbe31f4d8e74a314dac7565c23f68	f46e806fd06e3b42d6842dc364b6feb5	2021-03-29 00:30:00	2021-03-29	110	1	11.3	18.0	55.76483891	37.63138069	55.79924011	37.50945663	Kia			34.0	не было сдачи
25	f1154aa9c4d9cee69fa1f6a0068f0faa	05197874582c53df0b58a8304ec70b84	da62e0436d73841539a794cc1a38d632	2021-03-29 06:45:00	2021-03-29	730	5	28.9	48.8	55.76805115	37.83718109	55.92326736	37.61006546	Skoda	5.0	5.0	14.0	водитель засыпал за рулём. 
26	22c3ffc57cfda47baf8061328f310bec	7d33ce264317b39d9278d721468aa6e7	4173a87595f05fdb8a1d5c5a67c70644	2021-03-29 19:45:00	2021-03-29	130	1	6.9	16.6	55.70459039522232	37.47904803603888	55.67266899999999	37.495413	Hyundai	5.0	31.0	82.0	Отличный водитель! Вежливый, уважающий своих пассажиров!
27	dbebb1394cebdd4a8c8797461b43f497	99affd7194f6f204d57a93c8d03f1cee	3d3ea0689a00335109529f080fa8ea0d	2021-03-29 18:45:00	2021-03-29	160	1	21.3	54.8	55.72681046	37.62869644	55.73632431	37.40389633	Hyundai	5.0	17.0	21.0	Отличная поездка, хороший человек, приятный собеседник!!  
28	3e4a7c3f845ba0af045353b6ffd7808d	9984d55829bac6a331dbafb0b768bdba	c636746e8f5488f38bd38da780d46a59	2021-03-29 09:15:00	2021-03-29	1070	4	20.3	32.3	55.7735078	37.6383096	55.845631	37.362356	Volkswagen	5.0	1.0	339.0	Приятный водитель
29	ef913c38b9a3144f3fd3d5dcc80400c6	e0b9491edf25100d0dbf0e1918da9343	e75f1e64301a3ab5b6007632da140143	2021-03-29 08:30:00	2021-03-29	1880	6	9.9	24.7	55.766553	37.736048	55.784576	37.665351	Hyundai	5.0	3.0	360.0	Не понравилось только, что машина без шашечек и соответственно не могли поехать более быстрым маршрутом с выделенкой для такси
30	ba245ceccc8f213b453ee643c2ae25a9	935f2bf20c65ce27c8961c448a8db123	6e6c56aa24dbfc7d374810ff4ea32b5c	2021-03-29 16:15:00	2021-03-29	390	1	2.9	6.6	55.65185400000001	37.396617	55.64668100000001	37.371571	Skoda	5.0	3.0	32.0	Вместо 109 рублей потребовал 200 рублей !
31	794eb187cc0c4ad67a68886fb4dd7e7e	d0e8738accab1f8c8db3b84116567d05	66db89fc613672910e8fbfc099745f56	2021-03-29 21:30:00	2021-03-29	210	1	1.1	7.1	55.84461999999999	37.491495	55.84314300000001	37.495676	Volkswagen	5.0	1.0	221.0	Отличная поездка ,хороший водитель )
32	e27109d02d51ca4b136424bb2b86cfed	00c59b9de923bb934726497b452056e4	deac0674b7d5ff29f4b094429cb1c422	2021-03-29 18:15:00	2021-03-29	500	2	3.2	7.9	55.87401199	37.69850922	55.87047195	37.66423798	Hyundai	5.0	17.0	64.0	отлично
33	de8bbd570febeb2fc0d188ce06bb2643	bfb6cc041feddb0c1de56d4e8d277104	1eeba4cb370b5a0b2aa78e73171fbcb7	2021-03-29 00:00:00	2021-03-29	310	2	3.1	8.2	55.72389	37.66184000000001	55.740551	37.658523	Ford	1.0	1.0	227.0	Прокуренный салон, приехал с головной болью, водитель считал что так и должно быть
34	680ff6043f57bdff7b9b41afba833b93	321d7c7995bec434ab79099c9692167a	58d5c1abdd71706bb5ec3ab495c41ec9	2021-03-29 10:30:00	2021-03-29	80	1	11.3	21.2	55.70719449676601	37.620841003954396	55.66220500000001	37.508883	Hyundai	1.0	28.0	318.0	Водитель начал агрессивно ехать соревнуясь с бмв,вы своих водителей проверяете вообще ?угробить за мои же деньги решили совсем уже!!!
35	b939d8762f6baa89b535bcb18b426325	34adc7d8e0ccbb676b929de8c5c2d1fe	30a14b74895c307269a271cfcf1b0fbf	2021-03-29 09:15:00	2021-03-29	1030	3	1.3	3.9	55.864234	37.592149	55.86303	37.604527	Volkswagen	5.0	1.0	48.0	Чистота машины; Водитель вежливый; Водитель знает город
36	5ab8931d2d796b8a747ea598338389cf	d47b542e8726e09cbcb74ed74879211b	df82d047ac776b86c555808890054b71	2021-03-29 03:00:00	2021-03-29	1970	5	2.9	5.3	55.70531999999999	37.58888	55.69655824178648	37.611836157739155	Hyundai	5.0	1.0	155.0	мобайлсити супер
37	58cbb1d8af5a270509442fd587a571e6	adf60e72865dcdf13e2a3ed9a0b9f4dd	71f8555a73ef081259a0a9a1d765f2ec	2021-03-29 16:30:00	2021-03-29	380	1	8.5	13.0	55.73838000000001	37.53817	55.70839661	37.54376767	Kia		1.0	270.0	лучший водитель Москвы 
38	d139c5021b5f0d3ca83a275ec7466ab3	1cf6727695da6c0aa98206923aa9f6f0	5c4dfe0cd5189caa3ce9ec6a5a478889	2021-03-29 09:15:00	2021-03-29	250	1	10.1	26.0	55.70795075	37.60563275	55.771939	37.644623	Hyundai	5.0	13.0	376.0	нет сдачи
39	dd8ee23fa23024af5f911a0ef7ba2ab2	63a7ac8e56c29b2887b019b4b4916560	59f4153602c671ac068fa8d74a740635	2021-03-29 01:30:00	2021-03-29	150	1	13.0	27.5	55.75282866035862	37.602498047053814	55.755662	37.718806	Kia	5.0	1.0	30.0	Почему-то водитель ехал по не понятным дорогам
40	0105ce452f59e1b925c902ea0db7de5e	3c2cadf7a50d1fedc220e40fdcda30a3	abc47ef87a75aec499024c94051550b0	2021-03-29 18:00:00	2021-03-29	280	1	8.4	24.3	55.6728096	37.60126877	55.724036	37.61878400000001	Nissan		20.0	360.0	Вежливый человек и отличный водитель!
41	f418dbd004db830568ec7999babcf4cd	b9592157107b9f39e45a5598d98fb7a2	c9dc1037979c0ff62e6242fcbe5c93d5	2021-03-29 08:45:00	2021-03-29	190	2	10.0	27.9	55.63754117886118	37.53739312291145	55.655049	37.649036	Kia	5.0	27.0	168.0	Водитель высадил не там
42	adaeb88e2c841fb16433c770275725b7	331d1a68d648a6850ec04e5389d51fe5	4cc19321ebf3818274fcc28cb5316a1b	2021-03-29 01:15:00	2021-03-29	350	1	3.0	7.1	55.76117325	37.77748108	55.753416	37.802021	Volkswagen		3.0	313.0	Почему из за того, что водитель подъехал к другому дому, и ездил туда обратно по двору, вместо того что бы стоять на месте, с меня взяли деньги за ожидание???? 
43	d8a71a6509c472323a40eb881a3ae919	c5a408927bbf2e78881413fdfc83d4a2	f052a01445578627965252ec6baa143f	2021-03-29 18:15:00	2021-03-29	480	2	9.5	16.5	55.69706345	37.43286133	55.66061020000001	37.45278168	Kia	5.0	9.0	41.0	Рекомендации! 
44	e2c5ab0334e502518a8f9d1cf02caaf7	855c4dcee8a00fc264263f7d25e8444c	8176c4cbc5eec91a0f5706c780b63a28	2021-03-29 09:30:00	2021-03-29	180	1	1.8	4.9	55.66344833	37.5894165	55.65427399	37.57879639	Hyundai		4.0	257.0	Отлично
45	85594e527093a432fc3bbf4c977bb12d	8685d57e118b6bd385e5292f33c78b82	224da7ff06f983f1ae87858afa2edb78	2021-03-29 09:30:00	2021-03-29	1240	3	14.6	31.2	55.65251541137695	37.56314086914062	55.748812	37.580833	Hyundai		6.0	448.0	Заблудился 
46	2df2e41d8aea7869c280861c61251707	6ed592395a85ea4511da7eaff3ee7f25	becc3bb85527a9e6f9bcbe4af692abde	2021-03-29 21:45:00	2021-03-29	280	1	9.1	16.6	55.74302255	37.57604402	55.690008	37.539105	Kia		6.0	5.0	Водитель не приехал сначала куда надо, потом на карте было написано что он в пути, мне пришлось звонить и искать его ещё и мне за его ошибку ещё и счёт выставили в 209 рублей за задержку в 19 минут серьезно? Мы по дороге ещё трижды нарушили пдд из за того что водитель не понимает где надо поворачивать и сдавать назад на повороте на мосте серьезно?
47	f32461131032f7160adbd59a65d3ae75	51ff9effa3d97b173a290889c6bfb4db	fa994c8cfe0899f0dfec0bcaa5101620	2021-03-29 20:30:00	2021-03-29	480	2	27.0	45.1	55.74300014169671	37.498574517667286	55.89947509765625	37.483070373535156	Skoda	1.0	17.0	18.0	Водитель отказался подъехать к точке, припарковался в 200 метрах и не предупредил об этом.  Машину пришлось искать по карте, в результате включился режим платного ожидания. 
48	e3247805caa7b36194b0aaaaee51d540	648869ac270de8714c141ffdf316298a	725fa43d804d3a4e781be9cf077d8cdc	2021-03-29 13:30:00	2021-03-29	980	5	1.4	4.1	55.8216128539913	37.6590658351779	55.821309	37.640998	Kia		15.0	184.0	Водитель подъехал с другой стороны дома, где нет дверей, когда стала подходить к машине (на что тратится время конечно), водитель уехал в другую сторону, объехал весь дом, видимо понял, что со стороны где дверей нет, клиент не выйдет. 
49	d83cfe1509d1bf9e2bcfa9454d39e4c9	5d19a8a0d407b8696ad905e47e0f90f1	4f746f29c29e4285cd8807bd6f07214d	2021-03-29 06:45:00	2021-03-29	900	3	14.6	24.4	55.88632	37.559111	55.778905	37.550692	Ford	5.0	3.0	363.0	спасибо,прекрасный водитель
50	6354d3996dc4b7516a0bfed2b5be2b6d	b525522736a4aef9d0542f2d97196beb	efc6504b3f7a6f3354f4a3e497d5a1a4	2021-03-29 09:15:00	2021-03-29	2090	5	33.4	62.7	55.87920761	37.72344971	55.679686	37.695639	Hyundai			67.0	водитель был без маски,плохо ориентировался по навигатору, чуть не устроил ДТП,ехал 40-50 км/ч,вместо 70 разрешённых по причине плохого знания навигатора,умения им пользоваться и ПДД, не пропускал пешеходов. в итоге время поездки затянулось на 20 минут и как следствие опоздание на встречу. Такого ужасного сервиса от Сити Мобил я не ожидал!!!
51	e09ce6278cc44adb1b47b3373cfcd880	85e930947b09903ed958d660b9393b70	c2e361daefc047396a90dc8ddaeae979	2021-03-29 07:45:00	2021-03-29	130	1	26.0	56.3	55.83700070951222	37.38930098712445	55.771108	37.728212	Kia		13.0	186.0	Невнимательность при поездке
52	dc5f1041d90b598fcd1e5b7aec93d517	b1477f444d4e8d07b7c9a9d573fc33c8	dc3dcf4a4477481a0fe58c79d1dc707d	2021-03-29 19:00:00	2021-03-29	960	6	1.3	6.5	55.88972589383542	37.58100081235171	55.8955574	37.57520294	Kia		1.0	108.0	Водитель поехал в сторону пункта назначения через дворы по дороге, с которой нельзя подъехать прямо к точке. Наверно не хотел ехать по светофору (всего лишь один был бы по пути!). Чтобы не тратить время на возвращение назад и нормальному подъезду к дому, пришлось выйти из машины и пройти 150 метров пешком!!!
53	9e4567d00703fcd936df5883876da34a	367de7db02a31b3a45a2bcad9a877c68	4d34a39b5d11c4834115d32f7a3acff2	2021-03-29 12:00:00	2021-03-29	750	3	40.8	65.2	55.7994648	37.6572309	55.610017000000006	38.073481	Volkswagen	5.0	2.0	85.0	Чистота машины; Хорошо поговорили; Отлично водит; Водитель знает город; Водитель вежливый; Классная музыка
54	a4ec96cdd3d95509fcab86522fea25e3	1628bc8ade65735f568316550d0fdb62	fccdfec5e6a337ada692a588535db703	2021-03-29 21:00:00	2021-03-29	410	1	9.2	20.0	55.70714951	37.5753479	55.66134200000001	37.473674	Kia	1.0	22.0	52.0	очень хороший водитель.Рекомендую
55	00a51cfd71acdaa3f2024a7a4a05ade2	1f46e2704f0c7386c3dde1044a491d1a	91d77b62d36f2198a17a622ce4113c43	2021-03-29 21:00:00	2021-03-29	180	1	2.7	6.5	55.65021133	37.73114014	55.6513900756836	37.75827026367188	Kia	5.0	8.0	353.0	Замечательный водитель!
56	efb4dcf924e1d800dce0fe80ec3024c8	7673ff208930c6d965d410855e3c5255	90d94ea4e36b141045a9734ef701957e	2021-03-29 08:15:00	2021-03-29	310	1	7.8	16.2	55.86069000000001	37.42412	55.86314300000001	37.372441	Kia		9.0	379.0	Спасибо за совет 
57	6a96681bf80f7907378d3a0a01440655	bf69fd177c5af852c33f6a20595f92aa	dfcdc51d113688246c902fb332fa9687	2021-03-29 07:15:00	2021-03-29	350	2	19.0	32.5	55.648557671376075	37.60429881513119	55.76900303554699	37.690380625426776	Hyundai	5.0	19.0	58.0	Потеряли очень много времени в дороге из-за неверной дороги
58	23b054056d482ca1e299feb9face084b	c808154ad62dc8f2b0da7facb1fbc6fa	d1c919b09f46a7cf5594f9925a0f5efd	2021-03-29 08:15:00	2021-03-29	1010	4	11.7	20.1	55.71764872	37.42521268	55.733309	37.570377	Kia	5.0		71.0	Чистота машины; Отлично водит; Водитель знает город; Водитель вежливый; Классная музыка
59	69bb1298807c273171ba32450f792e4b	91c7a3fa7f5f8d3124fe93441372c012	7fd242d510b81432d3e4d3c696ac3110	2021-03-29 20:45:00	2021-03-29	1890	6	3.0	9.4	55.73969951088827	37.429765462875366	55.73922198343037	37.41430856287479	Skoda	5.0	7.0	14.0	водитель всю дорогу ехал со скоростью черепахи, решал по телефону личные вопросы, до точки не доехал, потому что в навигатор не смотрел
60	ce137943dd09bc2a6f5bb9b799fd3fb2	7c1b95b7d9502f31870687cf92b17f28	60879d589bab98bae836bcc189ba4a8a	2021-03-29 22:45:00	2021-03-29	350	2	5.2	11.3	55.820105471565846	37.702413685619824	55.78965884505917	37.67210070043802	Kia			449.0	только режим ожидания выключил, когда мы уже ехали давно. ожидание накапало
61	d6a3c7f6528dcaf2ac08455575844bbb	d1b661e989491c0f05cfb071b4b9fc08	ee63ff5877c8eb15be60e484ab065245	2021-03-29 22:15:00	2021-03-29	360	1	18.2	25.4	55.791254303333844	37.489318884909146	55.695388	37.324353	Volkswagen		2.0	27.0	Очень вкусно пахнет в салоне)
62	3cc46cb7591646230a1eee6d010f309e	f2c1a14616763360bd7bb26cc075e304	67a48a4a0f44aedfaf22ddd8c5b584cf	2021-03-29 08:00:00	2021-03-29	790	3	8.7	26.5	55.8790012	37.53823805	55.84040022491986	37.490081638097756	Volkswagen		10.0	45.0	Добавлю ещё - Водитель ездил длинным маршрутом, из-за чего вечно попадал в пробку 
63	ee39d4c9b4f2c7632849f0f7c62e4895	c36369ae503c4a769251a61883739d27	bfd1785a096bb4e99243f271aba09409	2021-03-29 13:00:00	2021-03-29	1170	4	2.1	6.1	55.659733	37.750654	55.654516	37.768924	Lada	1.0	11.0	349.0	супер водитель
64	f4ff4a715d3114d3d72b0143c9ec7543	745a1d5dd48853fbf1d075f6d6387997	8ff5fd6f4881e80e8a14a5971c5e3097	2021-03-29 11:15:00	2021-03-29	150	1	3.5	11.0	55.6605361954183	37.591893598437316	55.646484375	37.60956573486328	Hyundai	1.0	4.0	412.0	Водитель приехал к другой стороне дома и не брал трубку, я была с питомцем, который мог заболеть на улице 
65	1f2ff2be75416dd566c44337cec2c00e	cc4b5143324ef5f1daca50f2191c3ebc	7f8b04071e8cd82ebff3cb0c0873de0c	2021-03-29 08:30:00	2021-03-29	430	2	3.4	11.7	55.86568832	37.65327072	55.84749985	37.65751266	Kia	5.0	14.0	207.0	очень дорого
66	7a3b649b2063bbf933d1ac64715f42b0	fb0350b56da2316a75f052c1b3345249	b796e226e334919db577d2dd7e2785f6	2021-03-29 13:00:00	2021-03-29	850	4	3.9	12.1	55.75309267	37.58921059	55.76653671	37.60286713	Mercedes-Benz		15.0	37.0	откуда взялись 2 минуты платного ожидания? выходил из подьезда система показывала что еще 2 минуты бесплатного
67	d43edf3319d73ae673f1c6f98f663b26	219e11da8e836149406bf58997db47a6	a995a764046ed10c3f69a76110257193	2021-03-29 15:00:00	2021-03-29	430	2	11.7	32.4	55.74583000000001	37.64725	55.66981	37.63314	Kia		3.0	36.0	Всю поездку причитал что везёт слишком дёшево, был без маски, говорил по телефону и в итог заблудился. Поездка в комфорт+, а качество хуже эконом. Это самая пиздецовая поездка за все время. По окончанию поездки даже не попрощался. 
68	4cc8640dae21f2296da1024b0ec008d1	8ccd678a1b8ac37b2e280f9e7e099526	77f888b56fd58b4f8fb8fcf2862c4255	2021-03-29 14:45:00	2021-03-29	170	1	8.0	11.5	55.74024963	37.43808365	55.72283936	37.38449097	Kia	5.0	28.0	120.0	Превосходная поездка :) 
69	efba52cda1d3c5acadd40b61dd499450	af998db1a307bb9bc1e517fda17fbd1b	aa25c4991e403206a2d61bd9a4316690	2021-03-29 19:00:00	2021-03-29	790	2	1.5	3.6	55.69616464973032	37.725348584353924	55.68534394577952	37.731668539345264	Volkswagen	5.0	9.0	148.0	всё круто
70	14458a866c5280322858d8e12713fe10	26062a5497bd9c66825494f0b94a6217	db18f7bded072232cc5e7f5dbac364ad	2021-03-29 07:30:00	2021-03-29	110	1	2.8	6.9	55.84544065	37.55722862	55.83669079999999	37.52500670000001	Kia	1.0	2.0	31.0	Чистота машины; Отлично водит
71	475bad4c2bb6bdb21e438ca9a318071c	3d46d9ef176a42ca24a941ee2784e139	fc2fe8ad34c6449952b25d0229932591	2021-03-29 23:30:00	2021-03-29	240	1	1.9	4.6	55.68698308	37.57306826	55.69031700000001	37.594474	Hyundai	5.0	6.0	190.0	Водитель вежливый
72	b4f8c333740c0eac8b15ed93d8bbc23c	81e899cb36dc1bef46f4fc3d096f1f50	9b1342325a1462261b9e0497310ff24e	2021-03-29 15:15:00	2021-03-29	1130	4	12.7	31.7	55.67156456053294	37.496565207839005	55.61251181	37.60509844	Skoda			129.0	вызывала машину, будучи с коляской и больной ногой. ждала водителя дольше чем писало приложение, причем, водитель проехал место посадки, мне пришлось бежать за ним туда, где он мог остановится. это заняло у меня 2 м уже ПЛАТНОГО ожидания, т. е. вызывая такси я не могу рассчитывать что подъедут туда куда захочет клиент, а куда водителю взбредет ещё и оплатишь сверх. 
73	228e1f05f7937dcc0e9dbacc284164b3	d2cbe4833f7303277ebab6fec3c0fe8d	5ea08385394dab572500cba47f42c0d3	2021-03-29 03:30:00	2021-03-29	140	1	11.1	15.5	55.66133109046688	37.63455346226692	55.60297775	37.74347687	Volkswagen	5.0	2.0	41.0	Рекомендую данного водителя.
74	422d522b95f1a327f0103f3e081d8c4f	5f60e8c70483b5cac121bcda8f2e6b64	a88930ec0b1d163ef5092d978210f7e4	2021-03-29 02:45:00	2021-03-29	440	2	10.6	16.6	55.6367894	37.5131552	55.62651	37.612781	Hyundai	5.0		181.0	Все отлично
75	6b3e0ebdc22a52dfb51121535c3e2a98	8019ce7a34a12a59a907a908ac62d5fe	92a3e39b4d3aeaf662bdde7ffe5fe523	2021-03-29 16:30:00	2021-03-29	420	2	8.5	20.2	55.72427678	37.6891385	55.668836	37.748856	Toyota	5.0		9.0	прекрасный водитель.
76	3ed1457595fd8bc68016d4495ce2f0e1	d9aed3e02a4671cce953d629c33c4b61	372b0b568fe76b8bdaf01a262777c0f5	2021-03-29 20:45:00	2021-03-29	230	1	26.9	44.6	55.67313781587186	37.448705546557896	55.847186	37.589972	Skoda	5.0	17.0	285.0	Отлично все 
77	58d30e444533b5aa6f4e90458068bd0a	d7d202c8336e1c63e6e15d778301a996	0907bb19a6c651ea600a4f33c086aac6	2021-03-29 06:45:00	2021-03-29	1480	4	4.3	8.9	55.87363052	37.61961365	55.871479	37.595346	Hyundai		12.0	265.0	Еще не доехав до места посадки жмёт машина подана.
78	28abd23071e22661bc272837b3652671	9d704973cebc218bae469efdd1936068	17e1a63456ddf887a9a7c29ce512830a	2021-03-29 16:45:00	2021-03-29	310	1	1.0	3.4	55.647240918645885	37.39895392209291	55.648447	37.40430900000001	Hyundai		13.0	493.0	Не то место подачи 
