	driver_id	comment
161	c4b43e74c4d9f897a4b64d1767b861c1	Супер водитель!!!
162	79205feef1923fc5f6d4fa69b908e906	Запах сигарет
163	8884f2af1755ddf1abc5f2a2cef25032	Водитель всю дорогу возмущался, что на дорогах пробки, охи-вздохи всю дорогу, пришлось столько всего выслушать!!! Кашмар какой-то! Вы хоть объясняйте тем, кого берете на работу, что они будут ездить с людьми по улицам города! Я пришла домой с больной головой от этого нытья всю дорогу! Так еще и адрес перепутал, силел плевался в разные стороны! Просто безобразие, куда жаловат
164	ec8801de5d1d8b79e137238f08760819	Долго ждал машину
165	7aa46740643401b338468b66f2621c16	неприятный запах от водителя
166	9dbd66d632c6e03acec37bda7a725fd1	водитель неадекватно себя ведёт. Всю поездку жаловался на все свои беды и тд
167	5e6441b51235af293b8717c10f3f4e95	Отличный водитель, оценка 10/10
168	77cbe39f06417d659569bd783653007e	водитель отметился на точке раньше прибытия,  в связи с этим с меня взяли деньги за ожидание!
169	b3a6845fdf7b95d0926264a9b98f24c9	супер таксист!
170	e410b9961a95c7a3a254892c5398e7a2	Спасибо !! 
171	3dc812a357c735393e052cbd5a5d7da5	Отличный водитель 
172	4ce560e56bb2a2c1eec03189ec4d3451	незнание города и нежелание узнать
173	3d14d3cdb76f5c2aa6bf46dd398c722f	Это вообще нормально, что водитель едет разговаривает по телефону и ещё смотрит телевизор по телефону и этот телевизор орет через колонки на всю машину?! В итоге поездка увеличилась больше чем на 15 минут и в итоге опоздание на встречу
174	ab8b57ea0e35e78de5022360bfdab1ee	красавчик
175	f6cefb44f8be66d0d9b5175d1295333a	очень резкое вождение. укачало впервые за долгое время
176	d131811da7dbc6ad6da880c4283e0c7a	Я  вышла за 1 минуту раньше, а водитель продолжал ехать ещё дальше указанного места и не сразу закрыл заказ! 
177	472c1b611e8433cadc8f8199c4238d55	в салоне пахнет табаком. с детьми было неприятно в таком ехать. ситимобил, у вас постоянно попадаю на прокуренные салоны...
178	490e66cfe031b9745d066f77d2d612e3	Отличный водитель, общительный! 
179	76e80fc87a31d20ffada8787d2885704	Очень отзывчивый водитель! Премируйте его! 
180	8e8b8a72092f5f073641b917ba80bdee	молодец
181	cdd168260817c6ef1c2ee5ec246a5fff	Спасибо что помогли сдать экзамен)
182	c7774655902880b340bf2e8f91b390de	Блогодарствую.Спасибо огромное.Водителю 5+
183	67f29945113e36834a7a6c78c5ac4352	очень хороший водитель
184	935d5e9e8a8c2bfa465f1a0ed38d9314	Отличный водитель, спасибо
185	f35a8ff85f2095755f16bba91035fbdc	Вёз или на своё усмотрение или не понимает маршрут навигатора
186	ae9f67e1de595546d32ed7a0ed8571a0	Благодарю
187	b05c4e6339b707439ee199c87f3e6291	Водитель высокого уровня!!! 
188	cfc018d81b01612ef84891b2702d1fc3	Отличный, отзывчивый водитель
189	f3c3665cdcd31ba39ed4cce33c43ff8a	Незнание дороги и нарушение правил.
190	32538e27fb1e2faec4beacf79f54da79	Благодарим за комфортную и безопасную поездку!!!
191	432bda5bcd9c4bec542202d6672f4e91	водитель видел что две женщины с сумками огромными, не удосужился даже из машины выйти и открыть багажник. общался не вежливо.
192	1be21eb91327e5a80620fe10581981ee	Не подъехал к подъезду, указанному в заказе, пришлось идти до машины с большой коробкой из-за чего сняли оплату время ожидания. 
193	c08af8378d108bd8acb9b7c7d1312986	комфортная и безопасная поездка с интересным собеседником в классной тачке)спасибо !)
194	d79ddcfbbc2e69820a0442cc873e4046	приятный и весёлый водитель, хорошая поездка!
195	1997aad6e35aec0ce8faebf7a3a7890c	я прибыл без опоздания, но по итогу поездки было списано больше 180 рублей за минуты ожидания, это что за беспредел
196	b9a585a6e4bd35ebdb0294c19a8b3378	Спасибо большое водителю что так легко и быстро забрал маму с больницы! 
197	bff5c287b742886dacdc9df4d5fa9858	водитель супер профессионал! молодец! довёз быстро и качественно! 
198	ca2d7779f80a8b465dbcb4222d93e15d	Все отлично!! 
199	ecc631cad4bd3da8c8348970aa5ac8c1	Замечательная задумка водителя с минибаром на сидении очень удивила в самом приятном смысле этого слова! :)
200	765319a0d28a7063378898ec380db229	Если можно вернуть деньги за ожидание . Стоял не в указанном месте . Жажда пока найдёшь Подьезд . Платила за ожидание 
201	cce562a601c0484702c2bbc200d8adb5	????
202	3c33b30647c6346df929a29e36234d63	спасибо 
203	3724f0f9665bcb1a24494e7bce78559b	Не мог внятно ответить на звонок, 3 раза прибавлял время подачи машины, ехал очень медленно.  
204	471a4b8b1d408614c6797c3ef9d4a291	Приятный водитель с красивыми глазками ?
205	b010924f5e686e91c97696fe28e0fcb3	хороший водитель 
206	aefc1ce4d53e64a749f5122752982227	Добродушный,отзывчивый человек)))
207	0513cf71e9f6ad8995fc2860d8ae90d4	???????
208	d0850dd2301414da15e7ce185316811e	В машине накурено.
209	c8d90dd943af2c5b921128e18e16b07a	салон был чистый, водитель приятный, всю дорогу был в маске.
210	325ecd5631118d42b176ca8beb17cd31	хороший водитель 
211	27114e1f6c448087368beeac2ec9ff12	Водителю нервы подправьте !нервный очень !
212	c552e509a2392e3618477e2bf57387fe	Приятная музыка, отличная поездка в конце рабочего и тяжёлого дня??✨
213	8345817670fd00549a0f465729cdaac0	Очень приятный мужчина, максимально комфортная поездка 
214	05a33a812b93677ceea3e8dbd526c172	Самый лучший водитель?
215	4784405402698f69cc96f524fe1e6afb	Большое спасибо водителю. Знание города - отлично, вождение - отлично!!! Такие водители должны обслуживать ВИП клиентов!!! Изумительная поездка!!! СПАСИБО
216	08d5106d26e506b02e7f41adecf25867	не первый раз езжу с данным водителем. грамотный, приятный в общении человек. здоровья ему !
217	648da17d8088c3c9b939771b7b0ca25d	очень вежливый водитель ,даже открыл дверь мне когда я подошла(такого не было ни разу ни в Сити такси ни в других такси которые когда либо заказывала .подъехал точно куда попросила и высадил точно там где попросила.очень аккуратно вел машину.спасибо за поездку,побольше бы таких водителей.
218	6db375aa16dd749d1d44a66f42567213	Рекомендую. Аккуратный водитель. Чистота в салоне. 
219	5a4f9d69be10b33f1785495b35a09d4f	ВОЗМУЩЕНИЮ НЕТ ПРЕДЕЛА!!! Водитель не посчитал нужным помочь девушке 14 лет погрузиться большие сумки,  хотя его об этом попросили! Багажник заставлен тарой и, утрамбовывая туда сумки, водитель повредил их содержимое!  Зато время,  которое девушка перетаскивала сумки,  водитель посчитал как ВРЕМЯ ОЖИДАНИЯ и взял деньги!!  Просьба разобраться и лояльнее относиться к постоянны
220	acad065019e0e13f89bdcf8f65601b53	водитель супер 
221	164c7a6b0b064c428287f0eb2a1f3355	наверное всем пассажирам не приятно когда водитель жалуется на АГРЕГАТОР что мол ситимобил издеваеться  над водителями в пользу пассажиров 
222	57c6bd713d9899b4687bc3d5898f5a4a	быстро, по доброму
223	1227ea9c25bab6b57a8892c933e4da01	Не довёз до подъезда, сказал, не знает
224	1d5dc49d9d19a99b6da9c32ef3a66f90	Ок
225	8aeca8aeb576781c47cb4eaba8289a1d	оставила варюжку в машине возможно вернуть? 
226	d4da5d862a1224ac504af02e9ff599cb	Отличный Водитель ?????
227	22389373a9c89d9930c6d671d0027c47	Отличный водитель. Знание города, на высшем уровне
228	a22f81073e1eec0e70f4a70ad771dc15	Все нормально! Но кажется водителю очень хотелось спать, или он плохо себя чувствовал! Было немного страшновато!!
229	13c56070b7e6810fe0ae0083d317c8b1	все отлично вежливый водитель рекомендую всем
230	10f31e756b9f9f4e61e139b37e25ec04	с ходу был задан вопрос
231	0e2d51c12f9f59b0daf7e8bd56ba8cce	Водитель грубиян 
232	f3c3665cdcd31ba39ed4cce33c43ff8a	водитель не доехал до места подачи, остановился напротив здания, пришлось переходить дорогу с двухполосным движением по нерегулируемому переходу
233	2aa504a6dd3fd88890e0ded35b28259f	Рекомендую
234	d7c45f7ced47221e874f1861371aa930	прекрасная музыка
235	1d3ed4046e9cf21ec99a821ef3a74bb4	Водитель отказался надеть маску по вежливой просьбе и вступил в неуместные дебаты.
236	b1ad7fa8f943cedde8ffe000cf24f513	не знание дороги и подьехал не туда, куда указала в приложении.  там один вход в фитнес. а он за фитнесом спрятался. пришлось искать
237	039435cd934be941cca60cbbf04d9551	вежливый водитель 
238	2c96c826a7136c6b1674946c70dc4ac8	"Первый раз такое со мной произошло. Через 30 минут поездки водитель занервничал и предложил мне остановить поездку и включить счётчик, что ""это всё не серьёзно"" и ""за 600 рублей так долго ехать"". Я отказалась и всю дорогу было испорчено настроение и сама атмосфера поездки стала нагнетающей. Я уже давно пользуюсь услугами Вашего такси и никогда такого отношения не было. При п"
239	2a37787ff18c108e4a147d9bca98b7fa	когда делала заказ, был мой адрес!!!!!! нажимаю заказать , показывает дом ниже!!!! писала водителю что у подъезду, позвонили чтоб впустили, а он не там ! начинаю ругаются, он не виноват !!!! вы поверьте свой глонас и местоположения клиента !!!!!!!!!@@@
240	20c6a9cbefc1768110e4fd4fb264dbe2	Таксист не отвез меня , сказал что в машине нельзя курить электронные сигареты, разберитесь с этим 
241	6c833c6972ca23accb02a438178a3d27	Очень резкий запах ароматизатора , а так всё отлично.
242	c7f380a4308244b78f07f8bced7aed79	Водитель очень плохо пах и постоянно резко тормозил даже если спереди не было препятствия 
243	bbc9093b0398bae319ce9b4dc4d88483	Все отлично, но почему бонусы не списались? Галочка стояла - оплата бонусами! 
244	378f86ea15b7e6477610a090713f279f	Чувак приехал не туда. Машина в хлам. Там даже крышки бензобака нет 
245	bff5c287b742886dacdc9df4d5fa9858	Это не похоже на комфорт класс. Проблемы с подвеской, неприятный запах.
246	24fd9e47515e0a28f6a80061a51abb65	Во время поездки водитель смотрит tik-tok
247	8ba6e48c7da3301ae8d5959060afcacf	Водитель сначала увёз не туда, дорога заняла час, вместо 24 минут.
248	b23294f3f23366aad66657e570308b56	она очень хорошая водительница ????
249	e24a34ad20498511409ae0ff4199229d	Доехала быстро и комфортно,а главное машина была чистая ! 
250	325ecd5631118d42b176ca8beb17cd31	Самый лучший водитель из всех, что мне попадались?
251	85a6d0889ca957fe10e416c753448e7d	Запах в машине + Водитель не стесняясь смотрел какую-то телепередачу с наушниками в ушах, маска у водителя опущена на подбородок! 
252	db39018afb962a1767bf510e3491a58e	Один из лучших водителей которых я встречал. И единственный кто сам озвучил время поездки, и предложил включить радио. Отдельно порадовало подогрев 5ой точки, ехать было реально комфортно. Была бы возможность, поставил бы 10★
253	e1fe38fe557dc95fb1472ff071b2f098	Хороший сервис такси
254	648da17d8088c3c9b939771b7b0ca25d	
255	b28d9689d28cc6852069d4a260db16cf	Во время всей поездки звонил на горячую линию и ругался с оператором 
256	0d798e6799f18d9043f10802fc54dd30	это просто ***** ребята со мной третий чел в тачке был я ебал
257	d8ca9f25835efaeea13c3f417333be5d	? 
258	bb7f4ff0a07f5173c19030a977475e56	Ужасный водитель!
259	7e1468126f99606709246823a3e295f2	Супер
260	5153b4f0085aacdd929e690fcbccbbef	Я попросил водителя чтобы он завершил в поездку
261	b8ab11157e8f90e0ab1e2195574f1e04	Водитель подъехал не к тому дому. В заявке было указано Академика Анохина дом 9А, но водитель подъехал к Академика Анохина дом 9. Пока он до меня доехал , мне насчитали 32 р. платного ожидания, хотя вина вообще не моя. Прошу вернуть мне оплату за ожидание! В данном случае это я ждала водителя, а не он меня!
262	4ba4498a68da50f208db99a508871001	Вадитель лучший) 
263	bd6463751fcacfa39923532ceeae3161	30руб чайвые 
264	6c1ceb74ee65007ef8fc158ac96982b3	Очень вежливый, внимательный и приятный водитель ?
265	0ff3b5dd094e2ad6c72381763868d2cd	Не адекват! Нервный обкуренный Сардор! Жесть!?
266	36e67f080a6fe8e58051bfd6edf4f279	лучший
267	204a5b6f15fcd98276ab90807b646041	за погружение в мир такси
